              0      42.168683
    0.078539816      42.115541
     0.15707963      41.960798
     0.23561945      41.719528
     0.31415927      41.416388
     0.39269908      41.085945
      0.4712389      40.769837
     0.54977871      40.514728
     0.62831853      40.363472
     0.70685835      40.350025
     0.78539816      40.492155
     0.86393798      40.789216
      0.9424778      41.219122
      1.0210176      41.744946
      1.0995574      42.321007
      1.1780972       42.89907
      1.2566371      43.433539
      1.3351769      43.886824
      1.4137167      44.230131
      1.4922565      44.443746
      1.5707963      44.516175
      1.6493361      44.443746
       1.727876      44.230131
      1.8064158      43.886824
      1.8849556      43.433539
      1.9634954       42.89907
      2.0420352      42.321007
       2.120575      41.744946
      2.1991149      41.219122
      2.2776547      40.789216
      2.3561945      40.492155
      2.4347343      40.350025
      2.5132741      40.363472
      2.5918139      40.514728
      2.6703538      40.769837
      2.7488936      41.085945
      2.8274334      41.416388
      2.9059732      41.719528
       2.984513      41.960798
      3.0630528      42.115541
      3.1415927      42.168683
