              0      24.481328
    0.078539816      24.438006
     0.15707963      24.313164
     0.23561945       24.11809
     0.31415927      23.873412
     0.39269908      23.605591
      0.4712389      23.347443
     0.54977871      23.133913
     0.62831853      22.998282
     0.70685835      22.965476
     0.78539816      23.049195
     0.86393798      23.249165
      0.9424778       23.55014
      1.0210176      23.925401
      1.0995574      24.342085
      1.1780972      24.763464
      1.2566371         25.156
      1.3351769       25.49039
      1.4137167      25.745034
      1.4922565      25.903682
      1.5707963      25.957825
      1.6493361      25.903682
       1.727876      25.745034
      1.8064158       25.49039
      1.8849556         25.156
      1.9634954      24.763464
      2.0420352      24.342085
       2.120575      23.925401
      2.1991149       23.55014
      2.2776547      23.249165
      2.3561945      23.049195
      2.4347343      22.965476
      2.5132741      22.998282
      2.5918139      23.133913
      2.6703538      23.347443
      2.7488936      23.605591
      2.8274334      23.873412
      2.9059732       24.11809
       2.984513      24.313164
      3.0630528      24.438006
      3.1415927      24.481328
