              0      29.081984
    0.078539816      29.032727
     0.15707963      28.890305
     0.23561945      28.667803
     0.31415927      28.388609
     0.39269908      28.083427
      0.4712389      27.789357
     0.54977871      27.545794
     0.62831853      27.390356
     0.70685835       27.35218
     0.78539816      27.447081
     0.86393798      27.673483
      0.9424778      28.014916
      1.0210176      28.440614
      1.0995574      28.912227
      1.1780972      29.388327
      1.2566371      29.831271
      1.3351769      30.208539
      1.4137167      30.495687
      1.4922565      30.674609
      1.5707963      30.735564
      1.6493361      30.674609
       1.727876      30.495687
      1.8064158      30.208539
      1.8849556      29.831271
      1.9634954      29.388327
      2.0420352      28.912227
       2.120575      28.440614
      2.1991149      28.014916
      2.2776547      27.673483
      2.3561945      27.447081
      2.4347343       27.35218
      2.5132741      27.390356
      2.5918139      27.545794
      2.6703538      27.789357
      2.7488936      28.083427
      2.8274334      28.388609
      2.9059732      28.667803
       2.984513      28.890305
      3.0630528      29.032727
      3.1415927      29.081984
