              0      38.304686
    0.078539816      38.250452
     0.15707963      38.092874
     0.23561945      37.847046
     0.31415927      37.538267
     0.39269908      37.201246
      0.4712389      36.877889
     0.54977871      36.613985
     0.62831853      36.451458
     0.70685835       36.42327
     0.78539816      36.547077
     0.86393798      36.821707
      0.9424778      37.226945
      1.0210176      37.726913
      1.0995574      38.277397
      1.1780972      38.831594
      1.2566371      39.345561
      1.3351769      39.782293
      1.4137167      40.113622
      1.4922565      40.319901
      1.5707963      40.389946
      1.6493361      40.319901
       1.727876      40.113622
      1.8064158      39.782293
      1.8849556      39.345561
      1.9634954      38.831594
      2.0420352      38.277397
       2.120575      37.726913
      2.1991149      37.226945
      2.2776547      36.821707
      2.3561945      36.547077
      2.4347343       36.42327
      2.5132741      36.451458
      2.5918139      36.613985
      2.6703538      36.877889
      2.7488936      37.201246
      2.8274334      37.538267
      2.9059732      37.847046
       2.984513      38.092874
      3.0630528      38.250452
      3.1415927      38.304686
