              0      33.436958
    0.078539816       33.38287
     0.15707963      33.226095
     0.23561945      32.981201
     0.31415927      32.673465
     0.39269908      32.336965
      0.4712389      32.013168
     0.54977871      31.746301
     0.62831853      31.577488
     0.70685835      31.539107
     0.78539816      31.648596
     0.86393798      31.904648
      0.9424778      32.288241
      1.0210176      32.764871
      1.0995574      33.291442
      1.1780972      33.822569
      1.2566371      34.316149
      1.3351769      34.736086
      1.4137167      35.055052
      1.4922565       35.25365
      1.5707963      35.321199
      1.6493361       35.25365
       1.727876      35.055052
      1.8064158      34.736086
      1.8849556      34.316149
      1.9634954      33.822569
      2.0420352      33.291442
       2.120575      32.764871
      2.1991149      32.288241
      2.2776547      31.904648
      2.3561945      31.648596
      2.4347343      31.539107
      2.5132741      31.577488
      2.5918139      31.746301
      2.6703538      32.013168
      2.7488936      32.336965
      2.8274334      32.673465
      2.9059732      32.981201
       2.984513      33.226095
      3.0630528       33.38287
      3.1415927      33.436958
